,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review
0,Standard Chartered Bank,,1.0,Cheap politics and Lack of Integrity,Senior Java Developer,Singapore,"Nothing. BTW, Glassdoor is not allowing me to submit with just one word of ""Nothing"" ( asking for minimum 5 words). But, even if I enter 500 words, there is nothing good about this blood sucking company with no heart and human values",Poor Work life balance. No integrity amongst people of different languages. Too much politics and bureaucracy. Some people don't do any work if they are close to CTO / senior manager. but some people had to toil themselves with work stress
0,Standard Chartered Bank,,4.0,Good benefits,Senior Software Engineer,"Tampines New Town,","- sell up to 5 days of annual leave, extra income during covid-19 pandemic - tons of courses and e-learning platform - cash out medical benefits - state of the art tech",- bureaucracy - little tolerance for error - inefficient
0,Standard Chartered Bank,,4.0,"Good team, but can very Bureaucratic",Devops Engineer,Singapore,"SCB is in the state of transition, digitally and culturally. So its a good place to be if you want to be at the ground floor of a massive organisational change.",There is still a lot of bureaucracy and red tape. Sometimes have to fight to get things done.
0,Standard Chartered Bank,,3.0,A lot of challenging projects but also full of politics,Software Engineering Team Lead,Singapore,"- Some teams are really great (FX, Foundation, Cloud, etc)","- A lot of politics - Shift of development to India is a big mistake... lack of motivation, inability to deliver, etc - Due to size of organisation it's not easy to get promoted etc."
0,Standard Chartered Bank,,3.0,"Good pay, poor IT",Senior Software Engineer,Singapore,Above market compensation Depending on location relatively easy-going culture,"Poor technology, even compared to other banks Very bureaucratic, slow processes Lack of communication between teams"
0,Standard Chartered Bank,,4.0,Work Life Balance,Program Test Manager,Singapore,Great work life balance. Employee can work from home and you can arrange flexible work time if needed.,None for work life balance
0,Standard Chartered Bank,,5.0,Good work life balance,Senior Software Engineer,Singapore,Good work life balance and good pay,Not so good in deliver IT project
0,Standard Chartered Bank,,3.0,Good bank to work with,Senior Software Engineer,Singapore,good work life balance Diverse teams.,Too many structural and roadmap changes
0,Standard Chartered Bank,,3.0,"New thinking, Old School implementation",Engineer,Singapore,Looking at a lot of new tech and new ways of doing things,Almost always reverts back to doing things the old way
0,Standard Chartered Bank,,5.0,Software Engineer,Software Development Engineer,Singapore,"Good and competent colleagues, good benefits and renumeration (it has target bonus), excellent opportunity to learn and grow.",I have not discovered it yet
0,Standard Chartered Bank,,3.0,Good Package,Software Engineer,Singapore,Offers great benefits. KPI can be tricky but manageable,Some LOBs can be really be toxic. Global heads creating their own kingdoms
0,Standard Chartered Bank,,5.0,Good company,Software Developer,Singapore,Good company to work for. Good pay and work life balance.,Not cutting edge tech. Slow pace to learn new things.
0,Standard Chartered Bank,,3.0,"Lots of money, average working experience",Senior Developer,Singapore,"Great remuneration, guaranteed bonus, superb mortgage conditions for employees","Poor IT infrastructure, HR doesn't care about employees"
0,Standard Chartered Bank,,4.0,s/w Engineer,Software Engineer,Singapore,work load depending on the group you are working .but mostly relaxed.generally good bonus,lot of unnecessary middle managers.
0,Standard Chartered Bank,,4.0,Product Engineer,Product Engineer,Singapore,Good working life balance Good colleagues,Too many levels of management Very complex to do simple release due to company structure
0,Standard Chartered Bank,,4.0,Good place to work,Software Developer,Singapore,"Location strategy, Innovation, freedom to choose any technology",Processes to follow to get the innovative things done..
0,Standard Chartered Bank,,5.0,Anonymous,Head - Technology,Singapore,"work-life balance , good pay , global bank, flexibility for internal move",Not any significant cons for the organization
0,Standard Chartered Bank,,5.0,Best Company,Java Developer,Singapore,"Very good env, you cannot find another one better than this.","NULL. Seriously, no issue at all."
0,Standard Chartered Bank,,5.0,flexible,Senior Software Engineer,Singapore,The work is quite flexible and provide a lot of opportunity for learning.,The company is always restructuring.
0,Standard Chartered Bank,,1.0,Mixed Bag of Experiences,Software Engineer,Singapore,- Company Benefits are good - Pro-European/British bank. Good careers progression if you're one of the boys.,- Great work life balance. Depends on the team though. Some teams work weekends for months without a break. - Compensation is good. Sometimes it might price you out of the market
0,Standard Chartered Bank,,4.0,Good place to work at,Platform Engineer,Singapore,"In technology space, experimenting with new technologies",I have no idea about it
0,Standard Chartered Bank,,5.0,Good place to learn,SVP-Technology,Singapore,Hands-on experience with technology and team management,"Politics and insecure bosses, slow promotions"
